time,displacement,velocity,acceleration
21.87685764300113,4095.0,0.0,0.0
22.026867135005887,4095.0,0.0,0.0
22.176863575994503,4095.0,0.0,0.0
22.326836772001116,4095.0,0.0,0.0
22.476778872005525,4095.0,0.0,0.0
22.626743947999785,4095.0,0.0,0.0
22.77670527799637,4095.0,0.0,0.0
22.926379286000156,4095.0,0.0,0.0
23.076617972998065,4095.0,0.0,0.0
23.22652363999805,4095.0,0.0,0.0
23.3764104199945,4095.0,0.0,0.0
23.526366981997853,4095.0,0.0,0.0
23.676329163004993,4095.0,0.0,0.0
23.82633903500391,4095.0,0.0,0.0
23.975969577004435,4095.0,0.0,0.0
24.12608881300548,4095.0,0.0,0.0
24.276148789998842,4095.0,0.0,0.0
24.426079438999295,4095.0,0.0,0.0
24.576045659996453,4095.0,0.0,0.0
24.7258112099953,4095.0,0.0,0.0
24.87586221800302,4095.0,0.0,0.0
25.02589769200131,4095.0,0.0,0.0
25.175754700001562,4095.0,0.0,0.0
25.325520890997723,4095.0,0.0,0.0
25.47560420699301,4095.0,0.0,0.0
25.625604318003752,4095.0,0.0,0.0
25.775568375000148,4095.0,0.0,0.0
25.925421666004695,4095.0,0.0,0.0
26.0754079670005,4095.0,0.0,0.0
26.225439374000416,4095.0,0.0,0.0
26.375245086004725,4095.0,0.0,0.0
26.525215034998837,4095.0,0.0,0.0
26.675266225996893,4095.0,0.0,0.0
26.825091197999427,4095.0,0.0,0.0
26.97475844300061,4095.0,0.0,0.0
27.125065396001446,4095.0,0.0,0.0
27.274897658993723,4095.0,0.0,0.0
27.4247221800033,4095.0,0.0,0.0
27.574758172995644,4095.0,0.0,0.0
27.72456562500156,4095.0,0.0,0.0
27.874743410997326,4095.0,0.0,0.0
28.024378524001804,4095.0,0.0,0.0
28.174622748992988,4095.0,0.0,0.0
28.324632001997088,4095.0,0.0,0.0
28.474533754997537,4095.0,0.0,0.0
28.62449298199499,4095.0,0.0,0.0
28.774437497006147,4095.0,0.0,0.0
28.924438394999015,4095.0,0.0,0.0
29.074270782002714,4095.0,0.0,0.0
29.22422508300224,4095.0,0.0,0.0
29.374144753994187,4095.0,0.0,0.0
29.524116118001984,4095.0,0.0,0.0
29.67407858899969,4095.0,0.0,0.0
29.824021381005878,4095.0,0.0,0.0
29.973770042997785,4095.0,0.0,0.0
30.123681316996226,4095.0,0.0,0.0
30.27351006900426,4095.0,0.0,-324208.2340475773
30.423622957998305,4095.0,-36436.69466931419,1802549.2053563388
30.536011546006193,0.0,69607.31620135278,-541257.4059558746
30.594839576006052,4095.0,0.0,0.0
30.72344328300096,4095.0,0.0,0.0
30.873315889999503,4095.0,0.0,0.0
31.023361686005956,4095.0,0.0,0.0
31.173264587996528,4095.0,0.0,0.0
31.323328049998963,4095.0,0.0,0.0
31.47346230399853,4095.0,0.0,0.0
31.623100351003814,4095.0,0.0,0.0
31.773044685003697,4095.0,0.0,0.0
31.923187195003266,4095.0,0.0,0.0
32.072870018993854,4095.0,0.0,0.0
32.22324401400692,4095.0,0.0,0.0
32.373022118001245,4095.0,0.0,0.0
32.52266044600401,4095.0,0.0,0.0
32.67272224499902,4095.0,0.0,0.0
32.822483776006266,4095.0,0.0,0.0
